5.011520385742187500e-01,-3.494900763034820557e-01,-5.861290544271469116e-02,1.139667630195617676e-02,1.475328207015991211e-01,-2.779559791088104248e-01,2.784847840666770935e-02,-1.972794532775878906e-02,-1.474836841225624084e-02,1.434413157403469086e-02,2.248573537818921581e-03,7.034421693359695950e-04
1.796481013298034668e+00,-8.040217161178588867e-01,-4.787369370460510254e-01,-3.420587182044982910e-01,9.732043743133544922e-01,-9.777746796607971191e-01,4.042719304561614990e-02,1.465106010437011719e-02,9.482434950768947601e-03,1.487601175904273987e-02,4.592196436683618731e-03,6.503739107811372106e-05
-1.735582202672958374e-01,1.016612648963928223e-01,1.346248760819435120e-02,-2.048443630337715149e-02,-3.758713975548744202e-02,3.518387675285339355e-02,2.435854449868202209e-02,2.695053815841674805e-03,7.936006411910057068e-03,1.427181065082550049e-02,1.717976453121407331e-03,7.279456091010664837e-04
2.087698131799697876e-01,-1.571186184883117676e-01,-1.956612803041934967e-02,9.066149592399597168e-03,5.631130561232566833e-02,-1.363649368286132812e-01,2.613904140889644623e-02,-7.337957620620727539e-03,-8.489390835165977478e-03,1.428008638322353363e-02,1.749394338012035715e-03,8.107257525665059533e-04
3.374858200550079346e-02,-4.108890891075134277e-02,6.899386644363403320e-04,3.979146480560302734e-03,7.186914794147014618e-03,-5.231216549873352051e-02,2.521103993058204651e-02,-2.823948860168457031e-03,-1.036066561937332153e-03,1.426303107291460037e-02,1.608228592280653083e-03,8.027713234188307541e-04
-4.920428991317749023e-02,1.495784521102905273e-02,7.325578480958938599e-03,-3.715299069881439209e-03,-1.310294587165117264e-02,-1.669752597808837891e-02,2.485144883394241333e-02,4.289060831069946289e-03,2.717217896133661270e-03,1.425997074693441391e-02,1.594387165422689280e-03,7.755590736691274313e-04
1.734330952167510986e-01,-1.334631145000457764e-01,-1.433235406875610352e-02,1.095390319824218750e-02,4.640461131930351257e-02,-1.156199723482131958e-01,2.589344605803489685e-02,-7.376939058303833008e-03,-7.105303928256034851e-03,1.427599042654037476e-02,1.712907923614609331e-03,8.164730832524512254e-04
-3.182949125766754150e-02,2.760887145996093750e-03,4.573598504066467285e-03,-6.139002740383148193e-03,-9.588120505213737488e-03,-2.992621064186096191e-02,2.500287815928459167e-02,3.218054771423339844e-03,1.914059743285179138e-03,1.426019240170717239e-02,1.594305591089704164e-03,7.797811954095904257e-04
1.275727003812789917e-01,-1.029735058546066284e-01,-8.507262915372848511e-03,1.087372004985809326e-02,3.345697745680809021e-02,-9.203636646270751953e-02,2.562659233808517456e-02,-1.009196043014526367e-02,-5.192963406443595886e-03,1.427113544195890427e-02,1.671121520877360146e-03,8.181871555324313943e-04
2.390973269939422607e-02,-3.469824790954589844e-02,8.356496691703796387e-04,1.118130981922149658e-03,4.370519891381263733e-03,-5.092722177505493164e-02,2.520614676177501678e-02,-6.129443645477294922e-04,-6.009805947542190552e-04,1.426244620233774185e-02,1.604928757233710455e-03,7.989669475026750815e-04
-2.586110830307006836e-01,1.629873216152191162e-01,1.506160572171211243e-02,-3.532436862587928772e-02,-5.001943930983543396e-02,7.015299797058105469e-02,2.404511906206607819e-02,1.460304856300354004e-02,1.093049906194210052e-02,1.429769676178693771e-02,1.929348903483725768e-03,7.060815227962548594e-04
3.129429221153259277e-01,-2.267856746912002563e-01,-3.524736315011978149e-02,3.559216856956481934e-03,8.638066798448562622e-02,-1.968144774436950684e-01,2.687475644052028656e-02,-3.444939851760864258e-03,-1.189614459872245789e-02,1.429465971887111664e-02,1.877901694557313535e-03,7.794805117484630884e-04
-3.526876568794250488e-01,2.336707413196563721e-01,1.695792004466056824e-02,-4.853075370192527771e-02,-5.966124683618545532e-02,1.165178120136260986e-01,2.361502312123775482e-02,1.634904742240905762e-02,1.353684160858392715e-02,1.434690412133932114e-02,2.266227978746506583e-03,7.033255544150678702e-04
7.703529596328735352e-01,-4.997952580451965332e-01,-1.165367364883422852e-01,-2.692642807960510254e-02,2.571806907653808594e-01,-4.353847801685333252e-01,3.007791936397552490e-02,-1.161393523216247559e-02,-1.136110536754131317e-02,1.451290026307106018e-02,3.172656304875241199e-03,5.960846888672585719e-04
-1.214597076177597046e-01,6.498563289642333984e-02,1.169942691922187805e-02,-1.202935725450515747e-02,-2.816095948219299316e-02,1.454153656959533691e-02,2.454699203372001648e-02,8.350610733032226562e-04,5.849454086273908615e-03,1.426366996020078659e-02,1.640231662421460157e-03,7.474681402585055950e-04
2.488823682069778442e-01,-1.836794167757034302e-01,-2.404680661857128143e-02,1.117536425590515137e-02,6.820875406265258789e-02,-1.539654731750488281e-01,2.633626572787761688e-02,-8.898943662643432617e-03,-9.916840121150016785e-03,1.428491994738578796e-02,1.791803039961345229e-03,8.032356252509203912e-04
2.126868665218353271e-01,-1.593053340911865234e-01,-1.813299208879470825e-02,1.452115178108215332e-02,5.807408317923545837e-02,-1.308672279119491577e-01,2.605518698692321777e-02,-5.126953125000000000e-03,-8.613564074039459229e-03,1.428031269460916519e-02,1.750152694883604261e-03,8.130706275862508098e-04
-8.512084186077117920e-02,3.938144445419311523e-02,8.198302239179611206e-03,-1.173514127731323242e-02,-2.133183926343917847e-02,-6.749272346496582031e-03,2.477256394922733307e-02,8.653044700622558594e-03,4.277240019291639328e-03,1.426092628389596939e-02,1.610519601889708573e-03,7.596093007981982639e-04
-2.440092414617538452e-01,1.521759331226348877e-01,1.387056335806846619e-02,-3.546158596873283386e-02,-4.835378751158714294e-02,6.035643815994262695e-02,2.414657920598983765e-02,5.790054798126220703e-03,1.044417638331651688e-02,1.429203245788812637e-02,1.886359119298891508e-03,7.075622769296194400e-04
-1.725140213966369629e-02,-7.485717535018920898e-03,1.756671816110610962e-03,-9.503699839115142822e-03,-6.678130477666854858e-03,-4.273587465286254883e-02,2.515432052314281464e-02,8.728057146072387695e-03,1.229361630976200104e-03,1.426068972796201706e-02,1.597415013065057315e-03,7.825005278932589377e-04
1.097555756568908691e-01,-9.182409942150115967e-02,-9.081982076168060303e-03,2.888701856136322021e-03,2.750197239220142365e-02,-9.382881224155426025e-02,2.567619085311889648e-02,-4.386961460113525391e-03,-4.460388794541358948e-03,1.426963694393634796e-02,1.660793634381821848e-03,8.130563654068545575e-04
8.300764113664627075e-02,-7.401490211486816406e-02,-5.360756069421768188e-03,3.890432417392730713e-03,2.021568454802036285e-02,-7.854780554771423340e-02,2.550137788057327271e-02,-3.086954355239868164e-03,-3.271336667239665985e-03,1.426704972982406616e-02,1.639362543800031592e-03,8.111612553600497507e-04
