1.486361763628953092e+01,1.396440527150528865e+01,2.479105197218742873e+01,5.162132554212713842e+01,4.913955652375396710e+01,1.234153371396212506e+01
1.464287972693344031e+01,1.546317346569317408e+01,1.474831887024738819e+01,3.802082801223421882e+01,5.455176075244742151e+01,1.301002701272342676e+01
1.462510253237798530e+01,1.409416998212751437e+01,1.863360893418458275e+01,4.722816227637201791e+01,4.563485843874061487e+01,1.058872903499041129e+01
1.426002815200832785e+01,1.396950585296681169e+01,2.410464936189591967e+01,4.494158014934851053e+01,4.657722445028416303e+01,1.197669730743250227e+01
1.538541027733055699e+01,1.429108707641897347e+01,1.896582278643948882e+01,4.207208936536210331e+01,4.889299348929304756e+01,1.296151980351918809e+01
1.445220731983454243e+01,1.463686225200782154e+01,1.984797015566678624e+01,4.953892352564598411e+01,4.493931274790947583e+01,1.357418071810413274e+01
1.483828665338555552e+01,1.472137925308781092e+01,2.174648106479204657e+01,4.626218702108403846e+01,3.927884884465035498e+01,1.217391011053927130e+01
1.449420355417794681e+01,1.548910617274857593e+01,1.493212879680269189e+01,4.878518372791777580e+01,4.396288948537708308e+01,1.167356977337877666e+01
1.477708129928318925e+01,1.457868250150159284e+01,1.684321573699290298e+01,4.866682204810219758e+01,3.960968203913202501e+01,1.166125572482531680e+01
1.500125375632815938e+01,1.374745947327626183e+01,2.126235955416789736e+01,4.775079916867947105e+01,4.387943685479883982e+01,1.251745349708256327e+01
1.505996841420298793e+01,1.543193928602552845e+01,1.817152300380617902e+01,4.429665306596793783e+01,4.304141968673051366e+01,1.125190667801994238e+01
1.468595147278371726e+01,1.432249907795650756e+01,2.066862835611476612e+01,4.369155138050147968e+01,2.987488322971337595e+01,1.433111183289040724e+01
1.510833413191554619e+01,1.567582243680317511e+01,1.933189211183835354e+01,4.273483197750339002e+01,4.923343549907713879e+01,1.499167888744455368e+01
1.483302741981799322e+01,1.456455520674958848e+01,2.010150174244407140e+01,4.809679094954584144e+01,5.032450306164771803e+01,1.083456614441534782e+01
1.397228377111913034e+01,1.451327818184514662e+01,2.071509297844082198e+01,4.297001238164409642e+01,6.530950277808491933e+01,1.209864938056398564e+01
1.448128638197463758e+01,1.596592749792305810e+01,1.761303052028659621e+01,3.945285692553262180e+01,6.137443320875480879e+01,1.169308601151795379e+01
1.390038216565637263e+01,1.415889463296032069e+01,1.566005325651373958e+01,4.760858600023323106e+01,4.129288750811812037e+01,1.118953990761844253e+01
1.522335295786829157e+01,1.437961559436624981e+01,1.933388654086820679e+01,5.536545406229101474e+01,4.255094069793411649e+01,1.418379658617798000e+01
1.498635062311103461e+01,1.389891407540056179e+01,1.878803387916240197e+01,4.752250986748416750e+01,3.525534100016474781e+01,1.443924474855826112e+01
1.483693290585262403e+01,1.503200166267287230e+01,2.193767227150481958e+01,4.919067874380142769e+01,4.893920053019343186e+01,1.518589899610100780e+01
1.458960994729098815e+01,1.459519708212572198e+01,2.635328926107508352e+01,4.709992722714993363e+01,3.824373490031139511e+01,1.504780990739614133e+01
1.450210399539963291e+01,1.399698298174727285e+01,2.742668659682286858e+01,4.648935768358333576e+01,3.842087279751990536e+01,1.491769031771671372e+01
1.342587481824291018e+01,1.434664328116732257e+01,2.010055369277467108e+01,5.031043813992322811e+01,3.789150967482498089e+01,1.449051391729811122e+01
1.429878341009089837e+01,1.444760367854753191e+01,2.493866490800365554e+01,4.762170296895026667e+01,4.876338639880756887e+01,1.536515009613176197e+01
1.384046629670005935e+01,1.621362270739613010e+01,1.535193790830702198e+01,4.447580359755138346e+01,5.765140586259853706e+01,1.425130090499275859e+01
1.376851701835884612e+01,1.521111731455734706e+01,1.987679817582935016e+01,3.955163544778749696e+01,6.280944671671316115e+01,1.513490131228070013e+01
1.475675882105636560e+01,1.424466358786115272e+01,1.709913037966295235e+01,4.190483029037245899e+01,5.251213120391153666e+01,1.542016420875914662e+01
1.445124058471615491e+01,1.427739251659714448e+01,1.759050138745205061e+01,4.064669477507265327e+01,4.612681091824688906e+01,1.142149425713752819e+01
1.448878413365802231e+01,1.413621720919297609e+01,1.804119725643421646e+01,5.139067466509356308e+01,4.006104089792799527e+01,1.162571141614252568e+01
1.395736080092457954e+01,1.487907891742631605e+01,1.675310896073859013e+01,4.570422164550328858e+01,2.885549981603288927e+01,1.231664797335795214e+01
1.463678685770837795e+01,1.444136459865183397e+01,1.590014356187736411e+01,5.286679734084034266e+01,3.843422535421704112e+01,1.168646464167591148e+01
1.445935286230198358e+01,1.486364930926251482e+01,2.278594860191835636e+01,5.018097076033875226e+01,5.252852793299373246e+01,1.339972707255480522e+01
1.487210335657827542e+01,1.433845529688761111e+01,2.338829053433980221e+01,4.689478962450585442e+01,4.969332007138596907e+01,1.546571807090393946e+01
1.608021086655024945e+01,1.380944853765163316e+01,2.312896466181281951e+01,4.548521082644136015e+01,4.347026322247420183e+01,1.504380585323865205e+01
1.459794176062319160e+01,1.477640747480143801e+01,1.507559999675006601e+01,5.079241358970091369e+01,3.228431195599661407e+01,1.433262696295384941e+01
1.543869460072661148e+01,1.476852478701907856e+01,1.743673851371462291e+01,4.554232841696155276e+01,3.396469806021760007e+01,1.449085375546815158e+01
1.520128409769326971e+01,1.448109771405974833e+01,1.970644714706500622e+01,4.488551336177732054e+01,3.931099444541685273e+01,1.520553695503558700e+01
1.167604163276702600e+01,1.405836240070855325e+01,2.252807379412555733e+01,4.307261380174779930e+01,3.642925570915375744e+01,1.500767959961848064e+01
1.251607964231172154e+01,1.480331983275300622e+01,2.451711812815731051e+01,4.761724019991640233e+01,3.990560890988483322e+01,1.510068194101440753e+01
1.101513011064303704e+01,1.478623723133283008e+01,2.158820732985754276e+01,4.029318855933586008e+01,3.118019904898021011e+01,1.437035268066242821e+01
1.523453632283265158e+01,1.410673867080414112e+01,2.397756344599233458e+01,4.727799435065082179e+01,3.300271031453524984e+01,1.495977610376986178e+01
1.502384875400880837e+01,1.525682788735571194e+01,2.169774415152594216e+01,4.249089867864763193e+01,3.227914489974111234e+01,1.509850589661409437e+01
1.456514450022064011e+01,1.530209367829126954e+01,1.713382496502737951e+01,3.655883164028365684e+01,5.781392767530178389e+01,1.482200997877275128e+01
1.464464262516290205e+01,1.584549925685802130e+01,1.892298378799713632e+01,4.522741892704549826e+01,5.868135776118838010e+01,1.430586421692196630e+01
1.477587225133091309e+01,1.461104377176577884e+01,2.038647787542537770e+01,4.377685376092058789e+01,4.817762675633449021e+01,1.514875096365289942e+01
1.441189406967439623e+01,1.549690222746587409e+01,2.189757555884491325e+01,4.615673011420261673e+01,6.395136883302651398e+01,1.473199520885770042e+01
1.450261128629626306e+01,1.584225561646701586e+01,2.073543767323732467e+01,3.932671812247342302e+01,6.735504708998004730e+01,1.571030575666857843e+01
1.550148422033509199e+01,1.525949917331200290e+01,1.664997599071442025e+01,4.047629145467705314e+01,4.584208027549330211e+01,1.370281104458681654e+01
1.387784638963493400e+01,1.454938575237306786e+01,2.300051202263754746e+01,4.928166135454751640e+01,4.286673314040933036e+01,1.417609059955502637e+01
1.272368909042201146e+01,1.351783222910117743e+01,2.442359282511354479e+01,4.000996940016398895e+01,3.593898178187225056e+01,1.539596945203808964e+01
1.193723479153817024e+01,1.455886822549617321e+01,1.921216654845603955e+01,4.105643626163383431e+01,3.817085533432209843e+01,1.468191391291113135e+01
1.140855407316474412e+01,1.410528716131533145e+01,2.327025064430368317e+01,3.618435493385953805e+01,3.229722393177607387e+01,1.460075306997759093e+01
1.209338670281512762e+01,1.538537051593216631e+01,2.098483264294493011e+01,4.601581114444722687e+01,5.555901020991175443e+01,1.493011161686558985e+01
1.087457570939950280e+01,1.418515807291170283e+01,1.838507482265668358e+01,3.871432625979468867e+01,4.319177079773483285e+01,1.130053516590267648e+01
1.306148439698923802e+01,1.448868492970707145e+01,1.546899513558416217e+01,3.832761596318823649e+01,4.598460287225557863e+01,1.070049806164955086e+01
1.139695386660212861e+01,1.575789492046658324e+01,1.766553047638490526e+01,4.134952527344889006e+01,5.122910481119259885e+01,1.229440444906331997e+01
1.149938918890227946e+01,1.398970856336033464e+01,2.369874251788118613e+01,4.326266405675228555e+01,3.675354091228057030e+01,1.294784156222738147e+01
1.295652935420332419e+01,1.456593979168257391e+01,2.351591620144741412e+01,4.349546964762040346e+01,3.895487924520232070e+01,1.292654530158187143e+01
1.256018078806330607e+01,1.534825220309373250e+01,2.013792136069768901e+01,4.092956963924471125e+01,5.144090288430558644e+01,1.227233169422734882e+01
1.061004804083223796e+01,1.374394812128986487e+01,2.465948552158427987e+01,3.939400296320527417e+01,3.722418397254614320e+01,1.199276930637398308e+01
1.144312581945074925e+01,1.393752811862679941e+01,2.221538746980705525e+01,4.245384600917526541e+01,4.235937762775731130e+01,1.088881534595167189e+01
1.090600357819100275e+01,1.362789969738495977e+01,2.458752467613317449e+01,3.587148283462764198e+01,4.458611970316429307e+01,1.207164250602516375e+01
1.149338351209770259e+01,1.551244553480206356e+01,2.486026258592050198e+01,3.810616632330265219e+01,2.784111348507356709e+01,1.180781537707015438e+01
1.192048650127520482e+01,1.517309135000485476e+01,1.477505740671063705e+01,3.723236382629067975e+01,2.785250578667795196e+01,1.184935491060479507e+01
1.173804263811863358e+01,1.434351573856057094e+01,2.035823543852631801e+01,4.002398312596677243e+01,3.783013304342374994e+01,1.076981958191782951e+01
1.244349541109820301e+01,1.473321395338377826e+01,1.907907734983968595e+01,4.651851586536903227e+01,3.494746376486271089e+01,1.089166615029150620e+01
1.237672036726753078e+01,1.311659805163414916e+01,1.533127120795837151e+01,4.639473039318387038e+01,3.084370086692819157e+01,1.156620979280423001e+01
1.249259941446193167e+01,1.405609335231941870e+01,2.275794819352731579e+01,4.771751928280832544e+01,3.956126254754903471e+01,1.234518786235750554e+01
1.178653236967431539e+01,1.330658172933140904e+01,2.286234598964719211e+01,4.350274660498838841e+01,3.733004632602002459e+01,1.141048001944124834e+01
1.186767931415264243e+01,1.414961103988665769e+01,2.442491460292501770e+01,4.611900478227887845e+01,4.095826339531969751e+01,1.289543875407341211e+01
1.235574408260197643e+01,1.407523481363552520e+01,2.350358389407711002e+01,4.747078246839704718e+01,4.449672726204425288e+01,1.145500829196097747e+01
1.249671329233597916e+01,1.519977651873708169e+01,1.730933468597549663e+01,4.191616913691105140e+01,4.252491276130201925e+01,1.168998940180910218e+01
1.111145779428757585e+01,1.495128090507536456e+01,1.491705770274738718e+01,4.082870004316372814e+01,4.593965613976298812e+01,1.249945317014537238e+01
1.196558680477158632e+01,1.528192435746785627e+01,1.690837773407473676e+01,3.848690591345618373e+01,5.351841996957510617e+01,1.170289060455028540e+01
1.461817676634380625e+01,1.549469275077994546e+01,1.555941262072646936e+01,4.254689488493649208e+01,5.937086607840201680e+01,1.163017171574466424e+01
1.413574880299496783e+01,1.551077585338126319e+01,1.480743419175524878e+01,4.092087712105131914e+01,5.602886257050330698e+01,1.188474417534703065e+01
1.343309757311174479e+01,1.409688094063963071e+01,1.688461646893703971e+01,4.743577845272328375e+01,3.556826103821148877e+01,1.081864994078604347e+01
1.404979267324108250e+01,1.491068001942402432e+01,2.129118959760595686e+01,4.715700355900769125e+01,3.770931547618191360e+01,1.213680453858100705e+01
1.443169164610192823e+01,1.422011973682928243e+01,1.870500873823626620e+01,3.694256186396612662e+01,4.668290459777135482e+01,1.137195514425034126e+01
1.421213816063238866e+01,1.406858757576335606e+01,1.534117177879154248e+01,4.924285009202012731e+01,4.120119887904856881e+01,1.096582479433403101e+01
1.426104867620675343e+01,1.473341698157445911e+01,1.409022297580795779e+01,4.653584846160215704e+01,4.257067403571762298e+01,1.126148356918177385e+01
1.440646838758629400e+01,1.471132428518908064e+01,1.903273444073694876e+01,4.611977848381167178e+01,3.499158958482864534e+01,1.122794786491832220e+01
1.423205596834817044e+01,1.591789822950375211e+01,1.522493974477557543e+01,3.539311888867178624e+01,4.982084032032925336e+01,1.122089248084981783e+01
1.392628735335613754e+01,1.416059016700176088e+01,1.895380891623289799e+01,4.098827553096504062e+01,5.281267997442282081e+01,1.215358661958840969e+01
1.469301773981100823e+01,1.351961123698897183e+01,1.970873089514732612e+01,4.611115017470287114e+01,5.515450515044780389e+01,1.202418272936491661e+01
1.412687080425014230e+01,1.567349733544732793e+01,1.912126317839946665e+01,4.394130044113524747e+01,5.666044850183980941e+01,1.165107075609703280e+01
1.462605492207038793e+01,1.379207181361324430e+01,2.238824616762348541e+01,4.891961815670299529e+01,3.791319742254633240e+01,1.125643359349475148e+01
1.387335021467352369e+01,1.441917203480646492e+01,1.826836450017575331e+01,4.515071984672050576e+01,4.157945686077341918e+01,1.115997272283009778e+01
1.434749534570026697e+01,1.436977057678248570e+01,1.824136296491590414e+01,5.045878039684289007e+01,4.518565943310299815e+01,1.178800998328640759e+01
1.467165505030531136e+01,1.446123896855358026e+01,1.688981125899563196e+01,3.992977142510113708e+01,5.216771705484296717e+01,1.369322299882717431e+01
1.411534419809408192e+01,1.602783938200428082e+01,1.787967232932410155e+01,4.431906496104307536e+01,6.030648024573319077e+01,1.192653511744123840e+01
1.472782978220926786e+01,1.600732894036235265e+01,1.651697841335901629e+01,4.513562298258447214e+01,5.564394997552700062e+01,1.208329871766576247e+01
1.530325648285981721e+01,1.565370723361528604e+01,1.425960243855920062e+01,4.010327832968899031e+01,4.196318159561780448e+01,1.144726610969340008e+01
1.472782784626340202e+01,1.573880045327247501e+01,1.825665752126182895e+01,4.231239671799558977e+01,5.575481598887599688e+01,1.160110768946608673e+01
1.523184289911946188e+01,1.432997068473137503e+01,2.257303436029408772e+01,4.445384797487170658e+01,5.261091064245307791e+01,1.093618862111754453e+01
1.430555876713867214e+01,1.468148365764180596e+01,2.159266858727401228e+01,4.804071442383558832e+01,3.462310512744240043e+01,1.124831900258446638e+01
1.365200174042817238e+01,1.450475821837362922e+01,2.418989714735915797e+01,4.206933085815678197e+01,4.426456271285225341e+01,1.310990439784763950e+01
1.419172433361509356e+01,1.490553730450442593e+01,1.842345243305948799e+01,4.306909075415158838e+01,3.701177677026853274e+01,1.265883921441435866e+01
1.441773113111555560e+01,1.399410766794837357e+01,1.853512632169203300e+01,4.715491796908010969e+01,3.138406087323003391e+01,1.270833005820579586e+01
1.441814746670771186e+01,1.403502875458427113e+01,2.162056267663836806e+01,4.412127294454317905e+01,3.137368496557369113e+01,1.289798359067375344e+01
1.445711818910336355e+01,1.432725542326559065e+01,2.961245557133591788e+01,4.987477204362905780e+01,5.692467520863316111e+01,1.294684879692418633e+01
1.422845385080015745e+01,1.468373777232465827e+01,2.113235523991006914e+01,4.696533209120520524e+01,4.074197535445830454e+01,1.099081525720335506e+01
1.484443098726293542e+01,1.352429279520156413e+01,2.248021794268665019e+01,4.750683567347860503e+01,4.173263771502069375e+01,1.108969063321987747e+01
1.544667315621047976e+01,1.453346819981413063e+01,2.167558668904148433e+01,4.477442048131997154e+01,2.970170104710337711e+01,1.316959080321778330e+01
1.384726989443674583e+01,1.456738063927258864e+01,2.203130113138885093e+01,4.863207132475000805e+01,3.371577750432868470e+01,1.317039899731588548e+01
1.409852713072254460e+01,1.475192812241611051e+01,2.052117375038291414e+01,4.859245965207900042e+01,3.536781567732136011e+01,1.210201852218851926e+01
1.389419869335551994e+01,1.418784662090612869e+01,2.237136555411569105e+01,4.849591508350422231e+01,3.784425816478159987e+01,1.285468177521904209e+01
1.431648853170554325e+01,1.403313664039446174e+01,2.082918994617375219e+01,4.744755434261239202e+01,3.264525818145123282e+01,1.204927528248553337e+01
1.450567698524522520e+01,1.432499830915051930e+01,2.332898923391648083e+01,4.546983582378022959e+01,3.386003474478753361e+01,1.248663757440367661e+01
1.516053371750782297e+01,1.405760582124175073e+01,2.348500576161817222e+01,4.642180321476867988e+01,3.644298149084676908e+01,1.193106639460109086e+01
1.405179244461106514e+01,1.594417053510267479e+01,1.584035745013623142e+01,4.228384462014626877e+01,4.316391336983667770e+01,1.280094314540458633e+01
1.493543785044473893e+01,1.512074766801905668e+01,1.934617127640100875e+01,4.373333906041746388e+01,5.198254187357604650e+01,1.168233127492238310e+01
1.473491180725860517e+01,1.455796324934889086e+01,2.375750923936536907e+01,4.931191146998687458e+01,4.823700428352055525e+01,1.184519598441143451e+01
1.492769722597160076e+01,1.447441833979375225e+01,2.360527887529709545e+01,4.463021815306134954e+01,4.130047005049269870e+01,1.261537225211218249e+01
1.401387972620426936e+01,1.537147116149416703e+01,1.512284670974840495e+01,4.812589670442149270e+01,3.321429666939003766e+01,1.384990625647225393e+01
